id,created_at,updated_at,closed_at,comment_cnt,title
18855314,"2013-09-02 09:11:05.000000","2022-10-13 00:15:06.000000",NULL,4,"Accessing unused columns in pivot_table"
18935695,"2013-09-03 20:13:39.000000","2022-10-13 00:15:07.000000",NULL,6,"ER: should constructors check and raise if big-endian dtypes are detected?"
19461128,"2013-09-13 16:01:26.000000","2022-10-13 00:15:07.000000",NULL,1,"scatter_matrix doesn't support passing histogram keyword args"
19780508,"2013-09-19 20:47:11.000000","2022-10-13 00:15:07.000000",NULL,20,"to_json of df with multi-index header, followed by read_json results in incorrectly formatted column headers"
19822453,"2013-09-20 15:04:41.000000","2022-10-13 00:15:08.000000",NULL,0,"ENH: allow complex type inference in astype/convert_objects"
19828524,"2013-09-20 16:55:30.000000","2022-10-13 00:15:08.000000",NULL,5,"Series of unsigned dtype can't have diff() without upcast"
19844834,"2013-09-20 22:41:00.000000","2022-10-13 00:15:08.000000",NULL,37,"Add support for a pandasrc"
20256203,"2013-09-30 11:22:25.000000","2022-10-13 00:15:09.000000",NULL,24,"read_fwf colspecs autodetection could be more flexible"
20290619,"2013-09-30 20:31:42.000000","2022-10-13 00:15:46.000000",NULL,17,"df.apply(...): better error messages in case of NaN"
20373285,"2013-10-02 04:04:18.000000","2022-10-13 00:15:46.000000",NULL,53,"DatetimeIndex::inferred_freq is misleading"
20426508,"2013-10-02 22:28:23.000000","2022-10-13 00:15:46.000000",NULL,2,"Missing Periods for some DateOffsets"
20738497,"2013-10-09 12:22:46.000000","2022-10-13 00:15:47.000000",NULL,0,"ER: empty frame assignment to frame results in unclear error message"
21664366,"2013-10-28 00:33:32.000000","2022-10-13 00:15:48.000000",NULL,4,"BUG: .drop() doesn't parse strings for DatetimeIndex."
21802514,"2013-10-30 02:53:32.000000","2022-10-13 00:15:09.000000",NULL,2,"TST: Use matplotlib's compare_images to check plots"
22116607,"2013-11-05 12:31:45.000000","2022-10-13 00:15:49.000000",NULL,3,"resampling closed='left' incorrect ?"
22413258,"2013-11-10 18:10:28.000000","2022-10-13 00:15:10.000000",NULL,2,"PERF: pd.eval when using mixed types"
22860198,"2013-11-18 19:17:07.000000","2022-10-13 00:15:11.000000",NULL,9,"Refactor DataFrame.replace to dispatch on types"
23030531,"2013-11-20 22:46:56.000000","2022-10-13 00:15:11.000000",NULL,10,"Series do not display HTML repr"
23758915,"2013-12-05 00:47:00.000000","2022-10-13 00:15:49.000000",NULL,16,"Binary operations don't broadcast across multiindex"
23971639,"2013-12-09 16:02:33.000000","2022-10-13 00:15:49.000000",NULL,1,"ENH: unsparsify multi-index column labels"
23972970,"2013-12-09 16:20:44.000000","2022-10-13 00:15:50.000000",NULL,9,"BUG: reindex on index in a frame using a not-None method is buggy"
24977392,"2014-01-02 17:52:10.000000","2022-10-13 00:15:11.000000",NULL,0,"ENH: support a simultaneous mutli-index on both index AND columns in a Frame with HDFStore"
25450289,"2014-01-11 20:25:12.000000","2022-12-08 21:55:39.000000",NULL,17,"set_columns() equivalent of set_index() ?"
25516026,"2014-01-13 18:11:02.000000","2022-10-13 00:15:12.000000",NULL,6,"API: allow read_pickle to read from strings (and not just files)"
25562783,"2014-01-14 09:49:12.000000","2022-10-13 00:15:12.000000",NULL,9,"DOC: error 'being used by another process' when removing temp files on Windows"
25584950,"2014-01-14 16:18:38.000000","2022-10-13 00:15:51.000000",NULL,2,"Inconsistent behaviour in resample between daily and weekly"
26198656,"2014-01-23 21:11:30.000000","2022-10-13 00:15:12.000000",NULL,8,"BUG: formatters argument to DataFrame.to_latex() is broken"
26701785,"2014-01-31 17:33:41.000000","2022-10-13 00:15:13.000000",NULL,1,"BUG df with 'index' as one name of a MultiIndex fails to save as HDFStore table"
26844690,"2014-02-03 22:48:32.000000","2022-10-13 00:15:13.000000",NULL,13,"ENH: write Table meta-data (non_index_axes) as a CArray (rather than as meta-data)"
27663768,"2014-02-16 04:06:43.000000","2022-10-13 00:15:13.000000",NULL,3,"Allow multibyte separator / delimiter in read_csv() & read_table()"
27875195,"2014-02-19 13:40:36.000000","2022-10-13 00:15:53.000000",NULL,0,"ENH: allow datelike to be aggregated in resample"
28338732,"2014-02-26 14:54:47.000000","2022-10-13 00:15:53.000000",NULL,5,"BUG/ENH: dtype change on enlargement"
28482434,"2014-02-28 07:12:45.000000","2022-10-13 00:15:14.000000",NULL,3,"int_format in display options"
28512128,"2014-02-28 16:10:03.000000","2022-10-13 00:15:14.000000",NULL,4,"BUG: xs with drop_level=True with a fully specified tuples buggy"
28775690,"2014-03-05 09:27:47.000000","2022-10-13 00:15:15.000000",NULL,12,"DataFrame.rolling.mean resets windows with NaN"
28852264,"2014-03-06 06:04:33.000000","2022-10-13 00:16:23.000000",NULL,7,"to_datetime loses freq on DatetimeIndex with offset"
29370652,"2014-03-13 17:22:27.000000","2022-10-13 00:15:55.000000",NULL,5,"Non-aligned x-axes when plotting two series on the same axes"
29699341,"2014-03-19 01:00:18.000000","2022-10-13 00:15:15.000000",NULL,0,"na_values for read_html"
29855601,"2014-03-20 20:37:45.000000","2022-10-13 00:15:55.000000",NULL,5,"API for selecting ranged groups"
30024660,"2014-03-24 11:06:01.000000","2022-11-14 16:10:49.000000",NULL,36,"col.replace(dict) takes too much memory"
30174628,"2014-03-25 23:46:02.000000","2022-10-13 00:15:15.000000",NULL,3,"PERF: Cython or C implementation for reading fixed-width files (read_fwf)"
30247159,"2014-03-26 20:17:07.000000","2022-10-13 00:15:55.000000",NULL,12,"ENH: implement shift(method='head|tail')"
30713167,"2014-04-02 18:34:46.000000","2022-10-13 00:15:56.000000",NULL,4,"Why does `infer_freq` raise an error for PeriodIndex?"
30827124,"2014-04-04 00:59:52.000000","2022-10-13 00:15:56.000000",NULL,6,"isinstance check against mutable mappings rather than dicts"
30893725,"2014-04-04 20:51:40.000000","2022-10-13 00:15:56.000000",NULL,5,"HDFStore method to get the columns from a table"
30975857,"2014-04-07 11:20:00.000000","2022-10-13 00:15:56.000000",NULL,3,"ENH: Read entire group of an HDF5 file in a single call"
31006131,"2014-04-07 17:48:44.000000","2022-10-13 00:15:57.000000",NULL,2,"Offset bug for n != 1?"
31224767,"2014-04-10 08:52:46.000000","2022-10-13 00:15:57.000000",NULL,17,"DOC: freeze old whatsnew notes?"
31234360,"2014-04-10 11:29:34.000000","2022-10-13 00:15:57.000000",NULL,13,"Updating HDFStore in place"
31680313,"2014-04-16 21:13:08.000000","2022-10-13 00:15:57.000000",NULL,17,"read_table fails with MultiIndex input and delim_whitespace=True"
31715213,"2014-04-17 10:07:06.000000","2022-10-13 00:15:16.000000",NULL,5,"ENH: Aggregate to data with error range"
31772533,"2014-04-17 23:53:04.000000","2022-10-13 00:15:16.000000",NULL,3,"Should HDFStore.select respect local variable evaluation rules like query/eval?"
32029684,"2014-04-23 03:09:28.000000","2022-10-13 00:15:58.000000",NULL,12,"ENH: weekday of year, common behavior accessor"
32100559,"2014-04-23 21:20:42.000000","2022-10-13 00:15:58.000000",NULL,4,"DOC: improve groupby reference docs"
32616549,"2014-05-01 14:03:25.000000","2022-10-13 00:15:17.000000",NULL,1,"Lifting limits on display options: None vs 0 vs Inf ?"
32646424,"2014-05-01 20:48:31.000000","2022-10-13 00:15:59.000000",NULL,6,"DF Plots: Error bars don't allow to set styles"
32822587,"2014-05-05 16:20:06.000000","2022-10-13 00:15:17.000000",NULL,2,"VIS: Warn when a user passes an ignored argument"
32853360,"2014-05-05 22:54:07.000000","2022-10-13 00:15:59.000000",NULL,20,"Week Start/End Resamping: WS/WE frequencies"
32918352,"2014-05-06 18:16:36.000000","2022-10-13 00:16:00.000000",NULL,3,"BUG: max_colwidth controls data, not headers"
33131288,"2014-05-08 22:52:22.000000","2022-10-13 00:15:17.000000",NULL,9,"how to make parallel_coordinates scale each y axis separately and add y-ticks?"
33526989,"2014-05-14 19:59:17.000000","2022-10-13 00:15:18.000000",NULL,0,"API: add "show_counts" arg to info"
33731864,"2014-05-17 14:41:20.000000","2022-10-13 00:15:18.000000",NULL,0,"API: way to exclude the grouped column with apply"
34366129,"2014-05-27 12:16:05.000000","2022-10-13 00:16:00.000000",NULL,8,"HDFStore still corrupted reads with utf8"
34448286,"2014-05-28 09:07:25.000000","2022-10-13 00:16:01.000000",NULL,9,"ENH/API: check for full rows of DataFrame with isin?"
34493105,"2014-05-28 18:24:28.000000","2022-10-13 00:15:19.000000",NULL,3,"ENH: Effecient resample/reindex by index"
34762433,"2014-06-02 10:54:18.000000","2022-10-13 00:15:19.000000",NULL,38,"Support or default to less detailed datetime64"
35111862,"2014-06-06 01:13:49.000000","2022-10-13 00:16:01.000000",NULL,10,"Resume existing index when appending to a HDFStore"
35187889,"2014-06-06 22:20:59.000000","2022-10-13 00:16:01.000000",NULL,0,"API: allow multiple indices in Index.insert"
35299910,"2014-06-09 16:29:29.000000","2022-10-13 00:16:01.000000",NULL,17,"BUG: Series/Dataframe has bad repr for Right-To-Left (RTL) data"
35397318,"2014-06-10 16:01:20.000000","2022-10-13 00:16:01.000000",NULL,10,"DOC: hour/hours (and other plurals) based on dateutil.relativedelta"
35584398,"2014-06-12 13:40:50.000000","2022-10-13 00:16:02.000000",NULL,16,"[ENH] Allow passing MetaData (or meta kwargs) to high-level SQL functions"
35688904,"2014-06-13 16:59:28.000000","2022-10-13 00:16:02.000000",NULL,8,"DateOffset objects should support rollback on arrays"
35721560,"2014-06-14 05:10:38.000000","2022-10-13 00:15:19.000000",NULL,2,"Add "season" as a time/date component to DatetimeIndex"
35809283,"2014-06-16 15:50:33.000000","2022-10-13 00:16:02.000000",NULL,0,"ENH/BUG: support multi-index slicing assignment expansions"
37737975,"2014-07-13 09:29:02.000000","2022-10-13 00:15:20.000000",NULL,1,"API: resample with PeriodIndex default span (start/end convention)"
38588868,"2014-07-24 01:02:01.000000","2022-10-13 00:16:04.000000",NULL,10,"BUG: non-monotonic DatetimeIndex does not raise KeyError for missing labels"
39124565,"2014-07-30 18:52:32.000000","2022-10-13 00:15:21.000000",NULL,4,"Comparison with R should discuss dcast as well as aggregate"
39253116,"2014-08-01 00:51:23.000000","2022-10-13 00:16:15.000000",NULL,7,"MultiIndex reindex should behave like Index."
39772301,"2014-08-07 21:52:44.000000","2022-10-13 00:16:05.000000",NULL,11,"DataFrame.to_sql generated text field that could not be used by "group by". (MS sql)"
39805784,"2014-08-08 09:19:08.000000","2022-10-13 00:16:05.000000",NULL,16,"API: object oriented interface for SQL functionality"
39977889,"2014-08-11 16:58:51.000000","2022-10-13 00:16:05.000000",NULL,11,"API to_sql method doesn't provide the option to specify unique indexes"
39984696,"2014-08-11 18:12:49.000000","2022-10-13 00:16:06.000000",NULL,5,"ENH: weekofmonth accessor for DatetimeIndex/PeriodIndex"
41521874,"2014-08-29 17:21:38.000000","2022-10-13 00:15:21.000000",NULL,2,"API: Consistency in prefix / prefix_sep"
41714260,"2014-09-02 14:21:44.000000","2022-10-13 00:15:21.000000",NULL,2,"DOC/BUG? pivot functionality confusing/inconsistent"
41754074,"2014-09-02 20:58:40.000000","2022-10-13 00:15:21.000000",NULL,19,"Allowing the index to be referenced by name, like a column"
42052872,"2014-09-05 14:39:46.000000","2022-10-13 00:15:21.000000",NULL,0,"ENH: read_csv to have a parse_timedelta kw to automatically parse into timedelta64 "
43054641,"2014-09-17 19:49:11.000000","2022-10-13 00:15:22.000000",NULL,11,"BUG: columns misaligned in repr when having >10 columns with integer index"
43243022,"2014-09-19 14:17:47.000000","2022-10-13 00:15:22.000000",NULL,1,"ENH: add option to HDFStore.put/append to optionally store the index of the object (default for back compat is True)"
43948865,"2014-09-25 18:08:51.000000","2022-10-13 00:15:22.000000",NULL,6,"ENH/BUG/DOC: HDFStore.append() on axis other than DataFrame.index or Panel.major_axis"
44570046,"2014-10-01 14:32:33.000000","2022-10-13 00:15:22.000000",NULL,17,"DEPR: QuarterBegin and BQuarterBegin return days that are not quarter beginnings"
45422175,"2014-10-09 21:50:24.000000","2022-10-13 00:15:23.000000",NULL,16,"Klib upgrade (factorizing performance increase)"
45569727,"2014-10-12 04:37:14.000000","2022-10-13 00:16:51.000000",NULL,17,"SEC: Add security disclosure process to developers page"
45838981,"2014-10-15 07:55:55.000000","2022-10-13 00:16:10.000000",NULL,14,"df.query() doesn't follow python truthy-ness?"
46087762,"2014-10-17 11:04:25.000000","2022-10-13 00:16:11.000000",NULL,11,"DOC/API: document how to use metadata"
46384736,"2014-10-21 11:57:10.000000","2021-04-11 05:21:06.000000",NULL,2,"API: specification of functions in .agg"
47539026,"2014-11-02 15:06:20.000000","2022-10-13 00:16:12.000000",NULL,3,"ENH: support Categorical hist plotting"
47550069,"2014-11-02 21:48:09.000000","2022-10-13 00:16:12.000000",NULL,4,"API/ENH: idxmax groupby API"
47616484,"2014-11-03 16:54:06.000000","2021-04-11 05:24:21.000000",NULL,11,"Formatting dates & timestamps"
47987263,"2014-11-06 17:05:22.000000","2022-10-13 00:16:13.000000",NULL,5,"get start and end of regex match in dataframe"
48092690,"2014-11-07 15:22:20.000000","2022-10-13 00:16:13.000000",NULL,4,"ENH: HTML formatting for Series in Jupyter notebook"
48207183,"2014-11-09 17:22:49.000000","2022-10-13 00:16:13.000000",NULL,11,"`to_sql` dies on columns with closed parens"
48271266,"2014-11-10 14:45:09.000000","2022-10-13 00:16:14.000000",NULL,17,"DOC/VIS: plotting on current figure/axis with Series/DataFrame.plot()"
48518462,"2014-11-12 14:53:51.000000","2021-04-11 05:31:32.000000",NULL,24,"DataFrame.interpolate() is not equivalent to scipy.interpolate.interp1d"
48659270,"2014-11-13 16:41:53.000000","2020-04-10 02:36:37.000000",NULL,8,"DateParseError on bar plot"
48668278,"2014-11-13 17:49:29.000000","2022-10-13 00:16:14.000000",NULL,5,"ENH: other join types than 'left' for .update"
48830810,"2014-11-14 19:36:58.000000","2022-10-13 00:16:14.000000",NULL,1,"ENH: pd.factorize to accept a Dataframe"
48850962,"2014-11-14 23:00:23.000000","2022-10-13 00:16:15.000000",NULL,14,"io.sql issues with Oracle DB "
48960795,"2014-11-16 08:27:31.000000","2022-10-13 00:16:15.000000",NULL,13,"Pandas Series should provide to_html method"
49234997,"2014-11-18 14:14:21.000000","2021-04-11 05:35:58.000000",NULL,4,"reindex from a duplicate axis: inconsistent behaviour"
49797278,"2014-11-22 16:45:33.000000","2022-10-13 00:16:16.000000",NULL,0,"PERF/API/BUG: index memory not releasing when manipulated by numpy functions"
49912167,"2014-11-24 16:40:16.000000","2022-10-13 00:16:16.000000",NULL,6,"Strange output from timedelta_range for integer start/end"
49924654,"2014-11-24 18:28:40.000000","2022-10-13 00:16:17.000000",NULL,4,"ERR: HDF5 serialization of datelike-object dtypes should raise"
49960180,"2014-11-25 00:06:54.000000","2022-10-13 00:15:25.000000",NULL,1,"IO: ensure compatibility with 01-24 date formats"
50128734,"2014-11-26 07:52:28.000000","2022-10-13 00:16:17.000000",NULL,3,"read_html can't parse the output of to_html() when index has name"
50306945,"2014-11-27 16:18:12.000000","2021-04-11 05:46:12.000000",NULL,0,"shouldn't mangle_dupe_cols add an underscore rather than a dot in read_csv?"
50329562,"2014-11-27 23:53:11.000000","2021-04-11 05:47:24.000000",NULL,8,"Pandas 0.15.1 df.interpolate().plot() wrong result with NaT in datelike index"
50583086,"2014-12-01 22:06:13.000000","2022-10-13 00:16:18.000000",NULL,5,"BUG: Groupby transform with missing groups"
50636634,"2014-12-02 10:50:54.000000","2022-08-26 06:38:39.000000",NULL,15,"Enhancement: 'Joiner'-Function for pd.merge/DataFrame.join"
51044980,"2014-12-04 23:41:06.000000","2022-10-13 00:16:18.000000",NULL,5,"BUG: comparing multicolumn dataframe with datetime64 values to series gives TypeError"
51220796,"2014-12-07 15:20:52.000000","2022-10-13 00:15:25.000000",NULL,7,"API: make attribute setting de-facto insert column"
51291959,"2014-12-08 11:22:11.000000","2022-10-13 00:16:19.000000",NULL,5,"API/ENH: query an HDF5 store with a named index"
51420301,"2014-12-09 12:12:51.000000","2022-10-13 00:16:19.000000",NULL,6,"COMPAT: Floating point fractional hours for timedeltas gives unexpected precision issue"
51667625,"2014-12-11 10:03:00.000000","2017-11-24 15:18:30.000000",NULL,1,"BUG/VIS: can't add a line with DatetimeIndex/datetime64 as x-values on timeseries plot"
52006098,"2014-12-15 16:21:49.000000","2022-10-13 00:16:42.000000",NULL,2,"ENH: support index=True for SQL io.sql.get_schema"
52414744,"2014-12-18 20:52:51.000000","2022-10-13 00:16:20.000000",NULL,13,"DataFrame.replace with inplace=True fails when column names are not unique"
53077068,"2014-12-29 22:26:12.000000","2021-04-12 04:43:08.000000",NULL,4,"Sampling at pre-defined time values"
53720092,"2015-01-08 06:43:25.000000","2020-05-13 02:10:10.000000",NULL,5,"drop_duplicates() on a float64 type column containing NaN values will cause CPU 100% occupied forever"
53744252,"2015-01-08 12:14:10.000000","2021-04-12 04:49:54.000000",NULL,10,"Indexing semantics vary according to runtime values"
53928097,"2015-01-09 23:21:58.000000","2022-10-13 00:15:26.000000",NULL,10,"np.float16 support"
54340150,"2015-01-14 16:09:50.000000","2022-10-13 00:16:21.000000",NULL,1,"Problem assigning values to a multi-indexed DataFrame column when repeated indices are passed to .loc"
54429203,"2015-01-15 09:40:59.000000","2022-10-13 00:16:21.000000",NULL,3,"Bug: Pandas indexing with at/iat fails with multi-index"
54430781,"2015-01-15 09:58:56.000000","2020-05-16 03:38:40.000000",NULL,1,"read_sql_query does not convert invalid dates to NaT"
54523759,"2015-01-16 00:11:05.000000","2022-10-13 00:16:21.000000",NULL,3,"ENH: implement clip for sparse structures"
54619704,"2015-01-16 20:13:41.000000","2022-10-13 00:16:22.000000",NULL,3,"dataframe.plot accepts undocumented 'by=' keyword but ignores it."
54761494,"2015-01-19 13:07:17.000000","2022-10-13 00:16:22.000000",NULL,1,"Exception in get_group() with invalid index"
54914654,"2015-01-20 17:41:15.000000","2022-10-13 00:16:22.000000",NULL,4,"ENH date_range should accept dateutil frequency constants"
54980151,"2015-01-21 05:44:25.000000","2017-06-08 08:26:21.000000",NULL,10,"DataFrame.to_hdf append feature does behave properly"
55216293,"2015-01-22 22:10:34.000000","2022-10-13 00:16:22.000000",NULL,38,"API: Interpolate at new values"
55724608,"2015-01-28 07:49:55.000000","2021-04-12 05:03:49.000000",NULL,4,"Use KDTrees to support nearest neighbor queries/joins on MultiIndexes?"
56067823,"2015-01-30 18:31:55.000000","2022-10-13 00:15:26.000000",NULL,5,"pandas.read_csv() won't read back in complex number dtypes from pandas.DataFrame.to_csv()"
56295027,"2015-02-02 21:22:23.000000","2022-10-13 00:15:26.000000",NULL,7,"Shortcut for getting examples of the first few groups from a GroupBy?"
56326189,"2015-02-03 02:43:17.000000","2022-10-13 00:16:23.000000",NULL,3,"BUG: Exception raised for a duplicate MultiIndex level name"
56978131,"2015-02-09 01:18:04.000000","2022-10-13 00:16:24.000000",NULL,3,"DOC: HDF access limitations and Comparison of SQL/HDF"
57016030,"2015-02-09 10:59:59.000000","2022-10-13 00:16:24.000000",NULL,2,"API: consistent float_format specification"
57017107,"2015-02-09 11:11:11.000000","2022-10-13 00:16:24.000000",NULL,2,"to_clipboard issue with float_format"
57041879,"2015-02-09 15:05:08.000000","2019-03-08 20:26:58.000000",NULL,3,"AssertionError if transform() changes number of columns (DOC?)"
57384454,"2015-02-11 22:03:16.000000","2022-10-13 00:16:25.000000",NULL,3,"Add method='nearest' to fillna"
57691948,"2015-02-14 12:42:47.000000","2022-10-13 00:16:25.000000",NULL,1,"Allow method keyword for DataFrame.corrwith()"
57879489,"2015-02-17 03:31:11.000000","2022-10-13 00:16:25.000000",NULL,2,"[feature] Loading Nested Dictionaries and handling lists of dictionaries"
57962093,"2015-02-17 18:29:12.000000","2022-10-13 00:16:26.000000",NULL,1,"BUG: DataFrame Apply unexpectedly casts types (uint64)"
58020591,"2015-02-18 03:24:55.000000","2022-10-13 00:16:26.000000",NULL,1,"Support pad/backfill/nearest reindexing even for unsorted indexes by storing a sorted index?"
58136265,"2015-02-18 22:06:57.000000","2022-10-13 00:16:26.000000",NULL,6,"BUG: DataFrame.unstack() does not properly sort list of levels"
58176167,"2015-02-19 07:28:54.000000","2022-10-13 00:16:26.000000",NULL,10,"API: Please make ".loc" return type depend on index, not on specific labels"
58283934,"2015-02-19 22:57:28.000000","2021-04-12 05:33:19.000000",NULL,6,"BUG: Resample upsampling return NaNs"
58311555,"2015-02-20 05:21:40.000000","2021-04-12 05:34:49.000000",NULL,3,"Allow for near misses when doing alignment with Float64Index?"
58515992,"2015-02-22 20:03:28.000000","2022-10-13 00:16:27.000000",NULL,0,"ENH/API: DataFrame.unstack() support for dropna and sequentially"
58757941,"2015-02-24 15:52:37.000000","2021-04-12 05:35:42.000000",NULL,4,"Using 'by' and 'weights' together with DataFrame.hist() results in ValueError: weights should have the same shape as x"
58810913,"2015-02-24 21:47:41.000000","2021-10-24 00:59:05.000000",NULL,13,"With an external grouper, there is no way to access the grouped value in a DataFrame(...).groupby(...).apply(...) workflow"
59696298,"2015-03-03 19:57:28.000000","2020-12-05 09:26:48.000000",NULL,26,"issubdtype(<categorical>, np.bool_) raises error"
59770875,"2015-03-04 09:24:38.000000","2021-04-12 05:42:58.000000",NULL,1,"ENH: groupby aggregate with multi-level columns"
59773841,"2015-03-04 09:52:47.000000","2021-04-12 05:44:11.000000",NULL,2,"Resampling uses inconsistent labeling for sub-daily and super-daily frequencies"
59860276,"2015-03-04 20:55:36.000000","2022-10-13 00:16:27.000000",NULL,12,"Support for tables with unlimited columns in HDF"
59874447,"2015-03-04 22:39:47.000000","2022-10-13 00:16:28.000000",NULL,0,"Microsecond date formatter"
59948062,"2015-03-05 12:58:01.000000","2021-04-12 05:45:08.000000",NULL,20,"Overview of [] (__getitem__) API"
60143242,"2015-03-06 18:58:45.000000","2022-10-13 00:16:28.000000",NULL,7,"BUG: Index not respecting nan_rep in HDF5 serialiazation"
60188886,"2015-03-07 03:48:07.000000","2020-05-07 03:37:21.000000",NULL,0,"API: Plotting kwargs consistency"
61088788,"2015-03-13 15:05:22.000000","2022-10-13 00:15:26.000000",NULL,6,"ENH: add read_csv sniffing (sep=None) for C engine"
63244645,"2015-03-20 15:07:44.000000","2019-01-13 00:48:23.000000",NULL,0,"Ignore display.max_rows in DataFrame.to_html(escape=False)"
63692636,"2015-03-23 10:48:33.000000","2022-10-13 00:15:26.000000",NULL,0,"PERF: add memory benchmarks?"
63795241,"2015-03-23 18:21:21.000000","2020-06-29 15:36:49.000000",NULL,12,"to_csv and bytes on Python 3."
64246895,"2015-03-25 11:26:11.000000","2021-04-18 05:57:13.000000",NULL,2,"Scatter plot colour incorrect for 3 scatter points."
64324421,"2015-03-25 17:18:20.000000","2022-10-13 00:16:28.000000",NULL,9,""Bad" lines with too few fields"
