id,created_at,updated_at,closed_at,comment_cnt,title
222528997,"2017-04-18 20:03:04.000000","2020-09-17 16:26:10.000000",NULL,18,"sparse optimizers"
222863899,"2017-04-19 20:36:53.000000","2019-10-28 17:14:29.000000",NULL,2,"Docs for sparse tensors"
223540151,"2017-04-22 04:52:22.000000","2020-10-10 10:11:19.000000",NULL,8,"Unhelpful CrossEntropyLoss dimension error message"
223544396,"2017-04-22 06:32:24.000000","2019-04-03 20:05:55.000000",NULL,1,"[proposed feature] Eve: Improving Stochastic Gradient Descent with Feedback"
224413263,"2017-04-26 10:06:09.000000","2019-11-01 18:25:21.000000",NULL,9,"Conjugate Gradient mentioned in docs, but not implemented"
224562251,"2017-04-26 18:40:29.000000","2020-09-26 01:50:22.000000",NULL,30,"Feature Request: noise contrastive estimation/negative sampling"
224611346,"2017-04-26 21:56:10.000000","2019-04-03 20:06:33.000000",NULL,15,""Sparsified" mathematical operations"
225326231,"2017-04-30 13:11:50.000000","2022-12-12 22:27:08.000000",NULL,7,"BatchNorm should use Bessel's correction consistently"
225795077,"2017-05-02 19:23:02.000000","2021-10-01 19:25:20.000000",NULL,2,"Optimizers can't be moved to a different GPU"
226098263,"2017-05-03 20:01:36.000000","2021-10-01 19:25:20.000000",NULL,0,"Change sparse_mask to take indexing mask, rather than entire sparse tensor"
226235584,"2017-05-04 10:17:37.000000","2020-10-08 03:36:34.000000",NULL,2,"avg_pool functions hold input for backward"
226610894,"2017-05-05 15:35:21.000000","2019-11-07 16:32:45.000000",NULL,1,"[feature request/proposal] Relax scale_factor for nearest neighbor upsampling"
226624964,"2017-05-05 16:26:45.000000","2019-09-11 13:56:36.000000",NULL,9,"Optimizer should track parameter names and not id"
226882931,"2017-05-07 18:36:31.000000","2021-10-01 19:25:20.000000",NULL,6,"Cannot find Intel MKL"
227097304,"2017-05-08 16:13:15.000000","2022-05-02 17:20:56.000000",NULL,17,"[feature request] Support tensors of different sizes as batch elements in DataLoader"
227795636,"2017-05-10 20:08:34.000000","2022-12-10 15:27:13.000000",NULL,28,"[feature request] Caching allocator diagnostics and memory allocation tracing/visualization"
229837263,"2017-05-19 00:10:18.000000","2019-11-21 21:49:43.000000",NULL,7,"Pad PackedSequences to original batch length"
231004523,"2017-05-24 11:14:26.000000","2020-07-12 12:17:42.000000",NULL,7,"[Feature request] In-place 'max' method for Tensor"
231048143,"2017-05-24 13:54:16.000000","2019-11-26 04:16:22.000000",NULL,1,"feature request: On-the-fly Operation Batching in Dynamic Computation Graphs"
232397132,"2017-05-30 22:11:12.000000","2020-05-09 05:53:37.000000",NULL,3,"Feature Request: load_state_dict should take filenames"
233851320,"2017-06-06 10:45:53.000000","2019-11-27 18:47:03.000000",NULL,2,"Expose optimizer options as attributes when there's a single param group"
234220831,"2017-06-07 14:04:57.000000","2020-10-10 10:11:40.000000",NULL,1,"In-place bernoulli_ has more functionality than torch.bernoulli with output parameter"
234304766,"2017-06-07 18:41:12.000000","2020-10-12 21:32:50.000000",NULL,22,"Add support for colors (and maybe other attributes) to NVTX API"
235670948,"2017-06-13 19:44:25.000000","2022-06-13 17:22:18.000000",NULL,16,"Feature request: reverse_padded_sequence"
237453341,"2017-06-21 08:27:10.000000","2019-12-23 07:35:56.000000",NULL,1,"Factorized Output Layer"
239155747,"2017-06-28 12:59:25.000000","2022-09-13 17:05:57.000000",NULL,15,"[feature request] time-distributed layers for application of normal layers to sequence data"
239275725,"2017-06-28 19:51:03.000000","2020-05-09 05:58:48.000000",NULL,9,"Feature Request: ReLU on LSTMs and GRUs"
240245296,"2017-07-03 18:58:48.000000","2020-10-06 10:06:12.000000",NULL,5,"Naming inconsistencies"
241202996,"2017-07-07 09:06:38.000000","2022-11-14 10:19:06.000000",NULL,22,"Implement similar PyTorch function as model.summary() in keras?"
243322924,"2017-07-17 08:15:29.000000","2020-10-06 10:05:28.000000",NULL,1,"[Feature request] truncated normal initializer(sampler)"
244683361,"2017-07-21 14:20:43.000000","2020-10-10 10:11:52.000000",NULL,4,"Discrepancy in BCEWithLogitsLoss and ClassNLLLoss"
248325550,"2017-08-07 07:12:10.000000","2020-02-11 18:58:23.000000",NULL,6,"DataParallel is not compatible with pack_padded_sequence"
249851597,"2017-08-13 04:27:43.000000","2020-10-06 09:35:45.000000",NULL,2,"Add CRF Layer"
249946166,"2017-08-14 06:54:16.000000","2020-02-19 21:24:04.000000",NULL,5,"Hard-negative mining using __getitem__ directive in Dataset class"
250796070,"2017-08-17 00:16:13.000000","2020-02-19 21:22:39.000000",NULL,0,"Autograd test failure on ppc64le"
251080150,"2017-08-17 21:39:17.000000","2020-03-10 21:48:06.000000",NULL,7,"ReduceLROnPlateau with a naive Backtracking"
251278364,"2017-08-18 15:20:55.000000","2022-04-09 07:32:36.000000",NULL,5,""Shared memory manager connection has timed out""
251970039,"2017-08-22 14:08:41.000000","2020-02-26 18:18:19.000000",NULL,1,"detach_() variant that affects all past uses too"
252983289,"2017-08-25 18:27:41.000000","2020-11-19 16:23:20.000000",NULL,8,"DataLoader converts cuda FloatTensor into cpu DoubleTensor when shape is (n,)"
253132827,"2017-08-27 00:48:32.000000","2020-02-28 23:15:08.000000",NULL,3,"Counter-intuitive Patience & Cooldown of ReduceLROnPlateau"
253868040,"2017-08-30 03:31:04.000000","2021-05-12 15:09:20.000000",NULL,7,"Add a hash function for tensor data"
254038499,"2017-08-30 15:20:17.000000","2022-04-08 02:52:53.000000",NULL,56,"ImportError: dlopen: cannot load any more object with static TLS"
254040558,"2017-08-30 15:25:55.000000","2022-10-26 06:47:15.000000",NULL,11,"CUDA multinomial is limited to 2^24 categories"
255288401,"2017-09-05 14:02:33.000000","2020-03-12 22:34:15.000000",NULL,3,"BatchNorm{1-2-3}d are redundant"
255329404,"2017-09-05 16:05:07.000000","2020-10-06 09:35:32.000000",NULL,3,"[feature request] add pairwise ranking loss"
256814029,"2017-09-11 19:22:31.000000","2020-05-09 06:09:52.000000",NULL,1,"Feature Request: Support grad of grad in fused RNNs"
256939189,"2017-09-12 07:06:45.000000","2020-03-20 05:21:34.000000",NULL,2,"Have ppc64le docker images? "
257463929,"2017-09-13 17:43:27.000000","2020-03-20 05:20:33.000000",NULL,0,"DataLoader gets stuck after model initialization"
257610661,"2017-09-14 06:37:56.000000","2021-09-13 18:12:27.000000",NULL,13,"support grid_sample with batch=1 but supprting batch affine parameters"
257832827,"2017-09-14 19:39:14.000000","2020-03-27 01:31:15.000000",NULL,3,"Proposal: simplify overloaded Tensor function signatures"
260134451,"2017-09-25 01:50:30.000000","2020-03-30 22:25:17.000000",NULL,2,"Learning rate scheduler have different APIs"
260243572,"2017-09-25 11:33:47.000000","2020-03-30 22:25:27.000000",NULL,0,"Add the new lr_scheduler which called poly"
262620810,"2017-10-03 23:19:10.000000","2019-08-14 17:49:19.000000",NULL,11,"cuda runtime error"
263940307,"2017-10-09 15:41:53.000000","2020-04-18 04:21:18.000000",NULL,0,"Autograd profiler should omit CUDA time columns on CPU profiler"
264688956,"2017-10-11 18:28:22.000000","2020-04-30 22:07:49.000000",NULL,14,"BN slows down double-backprop enormously"
266228215,"2017-10-17 18:19:13.000000","2020-04-22 17:50:48.000000",NULL,4,"Sparse tensor .new(size) can be confusing"
266831072,"2017-10-19 12:51:38.000000","2020-04-22 17:49:29.000000",NULL,0,"Add safety checks in `index_add`/`scatter_add`"
268352388,"2017-10-25 10:53:01.000000","2020-05-05 23:27:37.000000",NULL,9,"DataLoader "casting" non statndard objects to lists"
269105041,"2017-10-27 13:21:33.000000","2020-05-05 23:16:57.000000",NULL,6,"[docfix] Parameter size_average=False behaves differently for mse_loss and cross_entropy"
269420235,"2017-10-29 17:58:53.000000","2021-04-29 22:26:59.000000",NULL,13,"Data sampling seems to be more complicated than necessary"
269565373,"2017-10-30 11:25:43.000000","2020-05-05 23:15:28.000000",NULL,3,"type of torch.bernoulli and torch.multinomial inconsistent"
269933043,"2017-10-31 12:01:21.000000","2020-05-05 23:14:36.000000",NULL,2,"High CPU use by clock_gettime syscall"
270010833,"2017-10-31 15:47:39.000000","2020-10-08 03:51:17.000000",NULL,12,"CUDA topk is slow for some input sizes"
270430486,"2017-11-01 19:52:35.000000","2021-11-02 09:38:36.000000",NULL,58,"[docs] Disable google indexing of old docs and of master docs and of function/module summary pages and of source code listings"
271062176,"2017-11-03 17:44:32.000000","2019-06-10 19:33:16.000000",NULL,4,"improve performance of common CPU clone / contiguous calls with HPTT"
271118480,"2017-11-03 21:04:54.000000","2020-06-19 01:53:06.000000",NULL,3,"Feature Request: Distributed send arbitrary objects"
271960644,"2017-11-07 19:49:52.000000","2019-12-11 17:10:43.000000",NULL,6,"Minor: docker build fails on submodule because of gitdir with absolute path name (problem with git v 2.7/2.8, fixed in git v 2.9)"
272603103,"2017-11-09 15:24:09.000000","2020-05-12 21:05:26.000000",NULL,15,"making .cuda() falls back to an identity function when gpu is not available"
272815599,"2017-11-10 04:20:43.000000","2022-06-30 00:13:21.000000",NULL,14,"Multiprocessing with torch.solve hangs"
272993984,"2017-11-10 16:48:51.000000","2020-05-12 21:05:47.000000",NULL,7,"Proposal: combine requires_grad and retain_grad()"
273460558,"2017-11-13 15:02:46.000000","2022-02-07 18:29:56.000000",NULL,7,"Exposing CuDNN benchmark strategy selection "
273884520,"2017-11-14 17:50:55.000000","2020-05-26 16:08:17.000000",NULL,1,"Deprecate inplace argument in torch.nn.functional"
275285052,"2017-11-20 09:20:23.000000","2020-02-06 21:52:44.000000",NULL,11,"Add SGDR, SGDW, AdamW and AdamWR"
275346031,"2017-11-20 12:54:51.000000","2020-05-26 16:14:48.000000",NULL,6,"Make pytest stop printing docstrings in its default diagnostic output"
275855466,"2017-11-21 20:50:43.000000","2020-11-07 19:33:24.000000",NULL,24,"Memory leak when doing backward with grad as yourself"
275913059,"2017-11-22 01:14:27.000000","2020-10-30 19:30:17.000000",NULL,4,"Fuse bias to CuDNN convolution"
276697414,"2017-11-24 20:53:31.000000","2020-05-26 16:19:25.000000",NULL,4,"Considerable slowdown in Adam.step after a number of epochs with multiple losses"
276733541,"2017-11-25 07:52:39.000000","2022-04-14 20:44:00.000000",NULL,84,"[Feature Request] Implement "same" padding for convolution operations?"
276769195,"2017-11-25 18:40:37.000000","2021-03-26 04:57:15.000000",NULL,18,"Wrap Cephes library for mathematical special functions"
276986874,"2017-11-27 11:32:13.000000","2021-03-10 16:53:35.000000",NULL,11,"Sparse matrices in dataloader error"
277114443,"2017-11-27 18:06:14.000000","2020-05-29 14:18:10.000000",NULL,3,"Implement DE in pytorch.optim"
277356805,"2017-11-28 11:51:31.000000","2021-02-24 13:57:50.000000",NULL,7,"[docs] Tensor.new is not documented"
277574346,"2017-11-28 23:23:05.000000","2020-06-01 16:42:27.000000",NULL,2,"Implement fused versions of optimizers"
277574520,"2017-11-28 23:23:53.000000","2020-06-12 04:39:56.000000",NULL,9,"Move replicate from DataParallel to C"
277580638,"2017-11-28 23:52:16.000000","2019-06-24 16:18:43.000000",NULL,5,"Suppress hidden state output of RNNs?"
278338908,"2017-12-01 02:35:41.000000","2020-06-12 04:39:28.000000",NULL,6,"10% performance regression on CuDNN convolution dispatch path"
278773462,"2017-12-03 13:01:58.000000","2020-06-12 04:38:32.000000",NULL,0,"More verbose errors when using DataParallel"
278835863,"2017-12-03 23:54:52.000000","2019-05-29 23:24:27.000000",NULL,4,"Raise an error when using magma built against wrong version of cuda"
279486614,"2017-12-05 18:44:36.000000","2019-10-08 13:58:36.000000",NULL,4,"Feature request: allow to distribute load unevenly in DataParallel"
280186840,"2017-12-07 16:10:31.000000","2020-08-31 12:33:18.000000",NULL,10,"Feature request: Correlation module"
280452837,"2017-12-08 11:03:36.000000","2020-06-12 04:34:00.000000",NULL,5,"GridSampler behaviours"
280784791,"2017-12-10 05:41:18.000000","2020-06-12 04:32:02.000000",NULL,0,"Make the generator tools data model more explicit"
281007907,"2017-12-11 12:59:47.000000","2019-05-09 22:52:31.000000",NULL,27,"Segfault on "import torch""
281158384,"2017-12-11 20:35:48.000000","2020-06-19 21:38:04.000000",NULL,3,"Use the int64 version of MKL calls"
281454880,"2017-12-12 16:44:52.000000","2022-07-25 22:03:00.000000",NULL,16,"x.grad should be 0 but get NaN after x/0"
281577079,"2017-12-12 23:45:42.000000","2020-06-19 18:23:07.000000",NULL,1,"compile failure due to old cmake"
281657067,"2017-12-13 08:02:47.000000","2021-05-25 22:34:49.000000",NULL,11,"[Proposal] Consistent `batch_first` effect for RNN modules"
281772867,"2017-12-13 14:41:33.000000","2020-06-19 18:23:40.000000",NULL,1,"ATen explicitly differentiated native function resolution hazard (call is ambiguous)"
281890693,"2017-12-13 20:50:43.000000","2020-06-19 18:53:02.000000",NULL,1,"Variable outputs of stochastic functions should never require grad"
282264901,"2017-12-14 22:50:03.000000","2020-06-19 18:25:12.000000",NULL,6,"Fused RNN refactor plan"
282297290,"2017-12-15 01:58:51.000000","2020-06-19 18:25:37.000000",NULL,27,"Feature Request: CPU performance optimization with MKL-DNN"
283039896,"2017-12-18 22:19:08.000000","2020-10-26 05:54:13.000000",NULL,2,"single-gpu works but multi-gpu hangs"
283195729,"2017-12-19 11:31:20.000000","2021-12-01 17:45:35.000000",NULL,6,"Feature request: sparse matrix max(axis)"
284309770,"2017-12-23 14:43:27.000000","2020-06-25 15:31:14.000000",NULL,1,"torch.cuda.device_count() returns 1 using 4 TitanX setup."
284644976,"2017-12-27 04:07:21.000000","2022-02-08 15:11:28.000000",NULL,3,"Invoking MKL in multiprocessing with importing torch causes blocking"
284994686,"2017-12-28 21:39:31.000000","2020-06-30 15:08:35.000000",NULL,5,"Cache CuDNN benchmark selection, turn it on by default, use it across PyTorch runs"
285019665,"2017-12-29 01:43:37.000000","2020-07-08 05:25:08.000000",NULL,4,"Installation Optimise For Chinese Users Who Behind the Wall"
285071995,"2017-12-29 10:42:38.000000","2020-07-08 05:24:24.000000",NULL,7,"DistributedDataParallel doesn't converge well when using MPI"
285487141,"2018-01-02 17:21:04.000000","2020-11-06 19:13:13.000000",NULL,8,"Assert that some tests must not be skipped under certain CI configurations"
286007863,"2018-01-04 14:47:52.000000","2021-08-30 18:44:42.000000",NULL,4,"[docs] Return value type hint to be specified in docs for torch.is_grad_enabled (i.e. -> bool)"
286421328,"2018-01-05 22:20:09.000000","2020-07-08 20:47:02.000000",NULL,4,"Bind in Python _backward ATen functions"
286699110,"2018-01-08 10:15:40.000000","2020-07-14 23:13:22.000000",NULL,3,"descriptor 'add' of 'torch._C._VariableBase' object needs an argument"
286900597,"2018-01-08 21:55:10.000000","2020-07-14 23:11:12.000000",NULL,0,"Carefully audit contiguity requirements of code"
286958283,"2018-01-09 03:18:00.000000","2020-07-14 23:13:36.000000",NULL,1,"Met 'cudnnDestroyDropoutDescriptor' while run multiply gpu-based models in multiply processes"
287213298,"2018-01-09 20:07:29.000000","2020-07-15 15:10:53.000000",NULL,4,"Mixed Tensor/TensorList arguments in ATen functions with explicit derivatives"
287317489,"2018-01-10 05:14:47.000000","2020-07-14 23:14:07.000000",NULL,0,"`from` keyword in `random_` gives error"
287980447,"2018-01-12 01:27:30.000000","2020-07-16 02:25:59.000000",NULL,4,"Protect user from No module named _C import error"
288046199,"2018-01-12 08:47:38.000000","2019-05-01 03:30:15.000000",NULL,7,"CUDNN_STATUS_INTERNAL_ERROR when training with conv3d"
288161838,"2018-01-12 15:51:40.000000","2020-07-15 14:19:52.000000",NULL,2,"Better header hygiene in ATen"
288376719,"2018-01-14 02:26:56.000000","2020-08-04 18:07:49.000000",NULL,0,"[Feature proposal] Add MC-derived optimizers"
289174580,"2018-01-17 08:05:34.000000","2020-07-20 23:05:37.000000",NULL,23,"Very slow on CPU"
289465814,"2018-01-18 00:47:08.000000","2020-07-20 23:06:20.000000",NULL,3,"Compilation issue: problem with GPU capability check"
289783003,"2018-01-18 21:32:53.000000","2021-01-22 16:40:23.000000",NULL,1,"Consider disallowing Variables that require grad in NCCL/comm functions"
290217408,"2018-01-20 19:36:47.000000","2020-07-24 14:56:31.000000",NULL,0,"Clang color diagnostics don't work with ninja"
291048288,"2018-01-24 00:59:23.000000","2020-02-20 00:07:25.000000",NULL,9,"[feature request]Support AVX512F intrinstics to vectorize operations"
291192427,"2018-01-24 12:34:07.000000","2020-07-31 21:40:59.000000",NULL,4," [Feature Request] clip_grad_norm for sparse gradients"
292425175,"2018-01-29 14:24:59.000000","2021-02-21 18:34:36.000000",NULL,9,"Rebuild from no-CUDA to CUDA leads to: error: #error "Expected GLOO_USE_CUDA to be defined""
292680043,"2018-01-30 07:33:37.000000","2020-08-01 08:00:21.000000",NULL,0,"[Feature Request]would PackedSequence support unsorted sequences?"
292707330,"2018-01-30 09:22:10.000000","2022-02-07 19:34:23.000000",NULL,29,"[feature request] Type-1 Multi-layer bidirectional RNN"
292972346,"2018-01-30 23:09:18.000000","2020-08-01 15:29:51.000000",NULL,3,"[Feature request] Optimize autograd/ATen when a gradient is clearly zero"
293000495,"2018-01-31 01:32:39.000000","2022-09-16 23:45:38.000000",NULL,7,"[docs] Docs website search finds duplicates and produces bad snippets"
293081397,"2018-01-31 09:09:59.000000","2021-04-07 18:35:51.000000",NULL,1,"[Feature Request] Extract glimpses from a batch of images (as in tf.image.extract_glimpse)"
293204680,"2018-01-31 15:40:23.000000","2019-12-16 22:37:22.000000",NULL,3,"Speed up data loading for `TensorDataset` if the underlying dataset supports index by a list of indices"
293583217,"2018-02-01 15:57:30.000000","2020-05-08 22:27:00.000000",NULL,15,"MultiGPU hangs Titan Xp in multiprocessing/queue.py"
293939183,"2018-02-02 16:08:57.000000","2022-09-03 01:44:03.000000",NULL,25,"[Feature Request] Calculating FLOPs for computational graph operations"
294565163,"2018-02-05 22:28:57.000000","2020-08-07 16:34:31.000000",NULL,1,"Delete obsolete `THCDeviceTensor::downcastOuter` / `THCDeviceTensor::downcastInner` functions"
294623367,"2018-02-06 03:48:20.000000","2020-08-11 14:35:38.000000",NULL,0,"NVIDIA_DRIVER_CAPABILITIES env variable is missing in pytorch docker images"
294984026,"2018-02-07 02:23:19.000000","2020-08-28 23:20:04.000000",NULL,4,"[feature request]Add an env variable to cover different pathes when testing code with openmp"
295106125,"2018-02-07 11:40:37.000000","2020-08-11 14:33:23.000000",NULL,0,"Saving model with runtime code changes"
295920753,"2018-02-09 16:03:39.000000","2021-07-06 20:30:21.000000",NULL,6,"BCELoss - weight parameter shape incorrect"
295941230,"2018-02-09 17:03:48.000000","2020-08-11 14:16:49.000000",NULL,5,"TakeBackward taking a significant portion of backward time"
295955472,"2018-02-09 17:53:05.000000","2020-08-11 14:15:51.000000",NULL,3,"ASAN detected leaks on python -c 'import torch'"
296733122,"2018-02-13 13:16:40.000000","2020-08-24 21:53:24.000000",NULL,9,"Weird error message in torch.split_size_or_sections"
296944554,"2018-02-14 01:19:06.000000","2020-08-24 16:25:26.000000",NULL,0,"[feature request] Stratified splits in random_split function"
297591855,"2018-02-15 20:50:22.000000","2020-08-24 16:07:47.000000",NULL,1,"[feature request] warnings for functions with unspecified dim arguments"
297702988,"2018-02-16 07:41:38.000000","2020-10-06 19:05:35.000000",NULL,6,"Unsafe out= keyword argument with tensors sharing storage"
297962565,"2018-02-17 00:50:35.000000","2019-07-10 07:59:44.000000",NULL,1,"BatchNorm1d raises RuntimeError (CUDNN_STATUS_BAD_PARAM) on 3D input."
298846822,"2018-02-21 05:29:07.000000","2020-08-26 03:01:01.000000",NULL,2,"TestMultiprocessing.test_fd_sharing hangs with ASAN"
299461783,"2018-02-22 18:35:59.000000","2020-04-20 21:26:45.000000",NULL,1,"Bugs: Score Function approach in REINFORCE for PONG"
299837848,"2018-02-23 20:18:59.000000","2020-08-26 02:59:18.000000",NULL,1,"Handle python_arg_parser dtype constants better"
299855779,"2018-02-23 21:28:23.000000","2019-05-10 17:29:40.000000",NULL,3,"Perf regression: indexing 1-d tensor"
300670561,"2018-02-27 15:16:02.000000","2022-06-06 08:01:09.000000",NULL,15,"RuntimeError: $ Torch: not enough memory: you tried to allocate 72GB. Buy new RAM!"
300689439,"2018-02-27 16:00:19.000000","2020-09-03 14:35:31.000000",NULL,1,"Gaussian Sampling"
301336021,"2018-03-01 09:37:39.000000","2020-11-09 22:24:21.000000",NULL,0,"torch.jit.trace(network, data) fails if data is an OrderedDict"
301796099,"2018-03-02 15:05:38.000000","2020-09-01 17:40:58.000000",NULL,1,"Redo torch.nn.functional docstring strategy"
301838384,"2018-03-02 17:08:56.000000","2020-09-03 14:32:30.000000",NULL,0,"TestNN.test_data_parallel takes 10G of memory"
302213116,"2018-03-05 08:44:01.000000","2022-10-04 10:00:42.000000",NULL,19,"[feature request] Different interpolation algos for 'grid_sample' function"
302505433,"2018-03-05 23:30:28.000000","2022-10-27 15:28:12.000000",NULL,15,"[feature request] F.interpolate to support integral data types: bool, int8, int32, int16, int64 (torch.uint8 seems finally supported already!)"
304728213,"2018-03-13 11:35:29.000000","2019-11-11 03:47:00.000000",NULL,4,"[feature request] Callback on learning rate drop in torch.optim.lr_scheduler.ReduceLROnPlateau"
304786959,"2018-03-13 14:27:07.000000","2021-01-29 00:42:13.000000",NULL,9,"[feature request] scalar input to scatter_add_ like scatter_"
305323585,"2018-03-14 20:50:43.000000","2021-04-05 21:09:40.000000",NULL,14,"Add hookable weights"
306184989,"2018-03-17 19:46:48.000000","2019-08-12 13:54:34.000000",NULL,6,"Change THCudaCheck to suggest that device-side asserts likely mean that you have out of bound indices"
306816656,"2018-03-20 10:58:04.000000","2020-02-11 01:53:14.000000",NULL,7,"Build Fails on Gentoo with CUDA 9.1, GCC 6.4, Python 3.5"
307024296,"2018-03-20 20:22:47.000000","2021-10-01 19:25:20.000000",NULL,9,"Conv-RNN combination slow in backward pass"
307355748,"2018-03-21 17:56:20.000000","2020-09-23 19:49:54.000000",NULL,6,"Install doesn't work with spaces in directory"
307869445,"2018-03-23 01:26:27.000000","2022-10-22 21:20:59.000000",NULL,14,"LBFGS always give nan results, why"
308701984,"2018-03-26 19:21:07.000000","2018-03-28 17:50:22.000000",NULL,0," Clean up the extra copies that occur in the execution engine and other places"
308702746,"2018-03-26 19:23:32.000000","2018-03-28 17:50:31.000000",NULL,1,"Develop a strategy for writing leak tests for pytorch. "
309428051,"2018-03-28 15:54:58.000000","2020-09-28 15:29:23.000000",NULL,4,"Repeated 'python setup.py install' with clang leads to -lcpuinfo not found"
309536934,"2018-03-28 21:23:08.000000","2019-04-15 17:56:57.000000",NULL,3,"[feature request] DC-ASGD (Delay Compensated Asynchronous Stochastic Gradient Descent)"
309716937,"2018-03-29 11:22:37.000000","2022-02-10 15:52:49.000000",NULL,9,"Well documented, safe method to deserialize model parameters from untrusted sources"
310097853,"2018-03-30 15:43:29.000000","2019-07-29 15:30:36.000000",NULL,0,"Test suite should test implementations"
310106354,"2018-03-30 16:18:00.000000","2020-10-07 20:51:41.000000",NULL,1,"[feature request] SIGNUM an optimizer that takes the sign of gradient or momentum."
310287775,"2018-04-01 02:31:35.000000","2020-10-07 20:50:27.000000",NULL,0,"Note about unusual stride situations in dev docs / make it easier to test for this in the library"
311046014,"2018-04-04 00:41:04.000000","2022-03-11 09:10:47.000000",NULL,3,"[feature request] adding a nonzero element "in-place" in sparse tensor"
311122175,"2018-04-04 07:54:53.000000","2018-04-05 00:26:06.000000",NULL,1,"[Caffe2] mobile_exporter init_net has code calling information"
311280278,"2018-04-04 15:30:22.000000","2018-05-01 02:28:44.000000",NULL,10,"Multithreading Scaling Issue with MKL"
311800659,"2018-04-05 23:16:56.000000","2020-10-07 20:46:53.000000",NULL,5,"[feature request] Include libomp support (macOS)"
312011998,"2018-04-06 15:07:39.000000","2020-10-07 20:46:12.000000",NULL,3,"worker assignments in torch.utils.dataloader.py"
312065924,"2018-04-06 18:02:50.000000","2019-04-01 19:23:09.000000",NULL,0,"[feature request] Unpooling layer in Caffe2"
312292752,"2018-04-08 10:13:46.000000","2019-08-28 21:08:12.000000",NULL,10,"[caffe2] How to freeze a layer?"
312324572,"2018-04-08 17:41:23.000000","2019-04-08 21:12:47.000000",NULL,3,"[caffe2] Prefetching blobs for memory optimization"
312552439,"2018-04-09 14:24:27.000000","2022-08-15 17:38:12.000000",NULL,5,"[caffe2] Run resnet50_trainer.py error between 2 machines using GLOO/Redis and ibverbs"
312595977,"2018-04-09 16:18:08.000000","2022-08-15 19:39:04.000000",NULL,2,"[utils.bottleneck] List of improvements"
312647756,"2018-04-09 19:00:44.000000","2020-10-16 22:35:58.000000",NULL,9,"Examine contiguity requirements for gradInput"
312683457,"2018-04-09 20:53:15.000000","2018-04-10 21:02:32.000000",NULL,0,"[caffe2] Double precision for operators?"
312704732,"2018-04-09 22:07:23.000000","2020-01-02 10:18:42.000000",NULL,6,"[feature request] dropout1d"
312949404,"2018-04-10 14:30:08.000000","2018-04-10 18:31:10.000000",NULL,0,"[caffe2] ChannelShuffle example"
313220452,"2018-04-11 08:24:20.000000","2018-04-11 13:52:38.000000",NULL,0,"[Caffe2] Boolean Tensor not supported for mobile_exporter.Export"
313346255,"2018-04-11 14:21:35.000000","2021-08-12 23:13:25.000000",NULL,5,"[Caffe2] Onnx to Caffe2 Blob error"
313583914,"2018-04-12 05:39:28.000000","2018-04-16 17:28:45.000000",NULL,3,"【Train issue with caffe2 detectron】Aborted at 1523501813 (unix time) try "date -d @1523501813" if you are using GNU date *** PC: @     0x7fa35103733a (unknown)"
313716527,"2018-04-12 13:00:10.000000","2018-04-12 17:22:28.000000",NULL,0,"caffe2/cuda_rtc can throw during the destructor"
313768900,"2018-04-12 15:07:43.000000","2018-05-07 17:30:51.000000",NULL,2,"[Caffe2] - Run on different Cuda streams"
