代码、职业_名称、就业、就业_增长、退休、其他_替代、总_工作_空缺、学校_离校者、移民、其他_求职者、求职者、最近_劳动力_市场_条件、未来_劳动力_市场_条件
N2175,网页设计师和开发人员,32400,4900,3400,1100,9500,14600,3400,-8600,9400,BALANCE,Balance
N2210,物理科学技术职业,27400,2900,3800,1100,7800,15000,3700,-10300,8500,BALANCE,Balance
N2221,生物技师,12800,1100,1700,500,3300,6100,800,-3300,3500,BALANCE,Balance
N2222,农鱼产品检验员；林业技术人员和技术人员 & 保护和渔业官员,14400,100,2300,700,3100,4700,600,-2200,3100,BALANCE,Balance
N2225,园林园艺技师和专家,21100,4100,3600,1100,8800,5100,800,3600,9500,BALANCE,剩余
N2231,土木工程技师,25000,3100,3400,900,7400,12400,1700,-6500,7700,BALANCE,Balance
N2232,机械工程技术人员和技术员,20900,2700,3600,1000,7200,5300,1600,800,7700,短缺,短缺
N2233,工业工程和制造技术人员和技术员,29100,1900,3700,1200,6700,5800,2100,-900,7000,短缺,短缺
N2234,建筑估算器,19800,1200,4200,1000,6400,4500,1200,1200,6900,BALANCE,Balance
N2241,电气电子工程技术人员和技术员,31600,2600,8000,1400,12100,10500,3400,-2000,11900,BALANCE,Balance
N2242,电子服务技术员（家用和商务设备）,58500,1200,14200,2400,17900,14300,5100,-2000,17500,BALANCE,Balance
N2243,"工业仪表技术员和机械&飞机仪表、电气和航空电子机械、技术员和检查员",15200,1600,4600,800,7000,5300,800,400,6500,BALANCE,Balance
N2250,"建筑、制图、测绘、测绘等技术职业",63200,4800,14100,2700,21600,26900,5500,-12300,20200,BALANCE,Balance
N2261，无损检测人员和检验技术员；工程检查员和监管人员以及公共和环境健康与职业健康与安全检查员,47500,5400,11400,2000,18800,14300,1900,3200,19400,BALANCE,Balance
N2264,施工检查员,22800,2700,5700,1100,9600,3800,900,4700,9400,BALANCE,Balance
N2270,运输官员和管制员,30400,2900,9700,1500,14200,6700,1700,1300,9700,BALANCE,短缺
N2281,计算机网络技术员,50400,6500,14500,2100,23200,17200,7900,-3100,22000,BALANCE,Balance
N2282,用户支持技术员和信息系统测试技术员,106300,14600,20500,3900,39000,36900,9200,1800,47900,BALANCE,Surplus
N3011,护理协调员和主管,31100,7500,9200,1700,18300,2400,400,15200,18000,BALANCE,Balance
N3012,注册护士和注册精神科护士,312900,75600,68600,12900,157100,101300,19600,23000,143900,短缺,短缺
N3111,专科医生,49500,15900,10200,3000,29100,17800,4300,-2600,19600,SHORTAGE,短缺
N3112,全科医生和家庭医生,69000,22100,15600,4300,42000,13300,4400,3400,21100,SHORTAGE,短缺
N3113,牙医,21400,2200,5000,1300,8500,5800,900,700,7400,BALANCE,短缺
N3114,兽医,10200,1100,2000,500,3600,4500,700,-1600,3600,BALANCE,Balance
N3120,“验光师、脊医等健康诊疗专业人士”,32000,7700,5400,1600,14700,7700,1100,4700,13500,BALANCE,短缺
N3131,药剂师,43600,6800,6400,1800,15000,13100,3400,-1400,15100,BALANCE,Balance
N3132,营养师和营养师,12200,2500,1200,500,4200,6600,600,-3000,4200,BALANCE,Balance
N3141,听力学家和语言病理学家,15600,3500,1800,600,5900,4500,600,0,5100,短缺,短缺
N3142,物理治疗师,31200,7700,3500,1300,12500,10000,1700,-700,11000,短缺,短缺
N3143,职业治疗师和其他治疗和评估专业职业,26500,5900,3000,1200,10100,9400,1200,-1500,9000,BALANCE,短缺
N3211,医学检验技师 & 医学检验技师和病理学家助理,47300,7800,10600,2000,20500,17700,3900,-1000,20600,BALANCE,Balance
N3213,动物卫生技师和兽医技师,17200,3700,1300,500,5500,11900,1000,-5100,7800,BALANCE,剩余
N3214,"呼吸治疗师、临床灌注师和心肺技师；医学放射技师和医学超声技师",42800,9000,6800,1700,17500,17600,1900,-2200,17300,SHORTAGE,短缺
N3217，“心脏病学技术人员和电生理诊断技术人员，nec 和其他医疗技术人员和技术人员（牙齿健康除外）”，58500,11800,9300,2000,23100,19500,3600,-500,22600,BALANCE,Balance
N3220,牙科保健技术职业,34400,5300,6200,1400,12800,13200,2100,-2500,12800,BALANCE,Balance
N3231,眼镜,14400,1900,3100,700,5700,3200,400,1500,5100,BALANCE,短缺
N3232，自然疗法从业者；按摩治疗师和其他治疗和评估技术职业,46200,12300,11300,2100,25800,16500,2700,7100,26400,SHORTAGE,Shortage
N3233,执业护士,74200,11300,18100,3000,32400,27200,3600,-2700,28100,BALANCE,短缺
N3234,辅助医疗职业,21500,2200,3700,800,6800,12000,700,-6200,6500,BALANCE,Balance
N3411,牙科助理,30400,3800,4300,1100,9200,15400,2500,-7800,10100,BALANCE,剩余
N3413，“护士助理、护理人员和患者服务助理及其他支持卫生服务的辅助职业”，297400,72800,68100,14500,155400,69500,25200,63300,158100,BALANCE,Balance
N4011,大学教授和讲师,68900,5000,21000,4200,30200,21400,13000,-3900,30500,BALANCE,Balance
N4012,大专教研助理,72800,4600,4000,2100,10700,32100,6700,-27900,11000,BALANCE,Balance
N4021,高校等职业指导教师,110600,4800,32000,5800,42600,29600,8000,1500,39100,BALANCE,Balance
N4031,中学教师,150900,10100,30000,6000,46100,64400,6300,-23900,46800,BALANCE,Balance
N4032,小学和幼儿园教师,296800,39400,48300,11300,98900,131700,8100,-38000,101800,BALANCE,Balance
N4033,教育辅导员,28700,2000,7100,1100,10300,9900,1100,-900,10100,BALANCE,Balance
N4110,"法官、律师和魁北克公证人",99800,13200,24400,5200,42800,40400,3000,0,43400,BALANCE,Balance
N4151,心理学家,29000,6600,8000,2000,16500,4900,1300,9200,15400,短缺,短缺
N4152,Social Workers & Probation and Parole Officers and related 职业,71700,12600,12400,2900,28000,29700,2600,-2700,29600,BALANCE,Balance
N4153,"家庭、婚姻等相关咨询师",40200,3200,9700,1800,14700,16800,1200,-3300,14700,BALANCE,Balance
N4154,宗教专业,31300,1600,11300,2100,15000,6800,3600,4300,14700,BALANCE,Balance
N4156,就业辅导员,20800,2400,4500,1000,7900,5800,1200,400,7400,BALANCE,Balance
N4161,“自然和应用科学政策研究人员、顾问和项目官员”,27900,4300,5500,1300,11100,13600,1900,-3800,11800,BALANCE,Balance
N4162,经济学家和经济政策研究人员和分析师 & 业务发展官员和营销研究人员和顾问,69300,8800,8400,2500,19800,31600,7600,-17900,21200,BALANCE,Balance
N4164,"社会政策研究人员、顾问和项目官员 & 卫生政策研究人员、顾问和项目官员",81000,14900,14300,3400,32600,33200,4700,-4000,33900,BALANCE,Balance
N4166，“教育政策研究人员、顾问和项目官员和娱乐、体育和健身政策研究人员、顾问和项目官员”，35700,4000,7600,1700,13300,11200,2100,-100,13200,BALANCE,Balance
N4168，“政府独有的计划官员和社会科学中的其他专业职业，nec”，10600,1200,3400,700,5200,6600,800,-2000,5400,SURPLUS,Surplus
N4211,律师助理及相关职业,36100,5800,5600,1500,12900,11400,1000,1000,13500,BALANCE,Balance
N4212,社会和社区服务工作者,131600,23600,22700,5200,51600,50900,7000,-3400,54500,BALANCE,Balance
N4214,幼儿教育工作者和助理,253800,46000,37800,10300,94100,84300,18600,-3700,99200,BALANCE,Balance
N4215,残疾人指导员,7100,200,1400,300,1900,2700,700,-1500,1800,BALANCE,Balance
N4216,其他导师和其他宗教职业,38000,2100,9200,1700,13000,8700,2900,1700,13400,BALANCE,Balance
N4311,警务人员（委托除外）,80100,5700,14700,2700,23100,20100,1800,-400,21500,BALANCE,Balance
N4312,加拿大军队的消防员和士官,32100,2600,6800,1100,10600,8600,900,1300,10800,BALANCE,Balance
N4411,家庭托儿服务提供者,42200,1600,7300,1700,10600,13700,23300,-26800,10200,BALANCE,Balance
N4412,“家庭支持人员、管家及相关职业”,78400,5600,24600,4200,34400,14100,13800,7500,35400,BALANCE,Balance
N4413,中小学助教,98300,10900,25200,5100,41200,18300,5900,17400,41600,BALANCE,Balance
N4420,法律和公共保护支持职业,30600,2900,7600,1400,11800,10300,1100,600,12000,BALANCE,Balance
N5110,"图书馆员、档案管理员、管理员和策展人",14200,900,3800,700,5300,6400,900,-1800,5400,BALANCE,Balance
N5121，作者和作家；编辑和记者,52100,4700,12600,2900,20200,21200,3600,-4600,20200,SURPLUS,Surplus
N5125,"翻译、术语和口译员",20900,2400,6100,1500,10000,5600,2500,1700,9800,BALANCE,Balance
N5131，“制作人、导演、编舞及相关职业&指挥、作曲、编曲”,33800,3000,4800,1500,9400,12400,1700,-4600,9500,BALANCE,Balance
N5133，"音乐家和歌手；舞者；演员和喜剧演员 & 画家、雕塑家和其他视觉艺术家",68000,3700,16100,3500,23300,20900,4500,-2600,22700,BALANCE,Balance
N5210,“图书馆、公共档案馆、博物馆、美术馆等技术职业”,16400,1400,3900,700,6000,7300,700,-2000,6000,BALANCE,Balance
N5221,摄影师,21700,2400,3100,900,6400,6200,1300,-1100,6300,BALANCE,Balance
N5222，“电影/摄像机操作员；图形艺术技术员；广播技术员；音频/视频录制技术员；其他技术。/协调。电影、广播、艺术和电影、广播、摄影和支持职业演艺》,46900,5500,3700,1800,11100,18400,3400,-10100,11600,BALANCE,Balance
N5230,"播音员和其他表演者, nec",12500,1100,2000,700,3800,3700,700,-100,4300,BALANCE,剩余
N5241,平面设计师和插画师,84400,11200,6900,3300,21400,31800,6300,-16900,21200,SHORTAGE,短缺
N5242,室内设计师和室内设计师,27300,3700,4900,1600,10300,8900,1800,-400,10300,短缺,短缺
N5243,"剧院、时装、展览等创意设计师&工匠和工匠；制版师-纺织品、皮革和毛皮制品",21000,700,4300,1100,6100,6200,2700,-2800,6000,BALANCE,Balance
N5250,"运动员、教练员、裁判员及相关职业",137000,22500,10800,4400,37800,57900,4100,-19400,42500,BALANCE,剩余
N6211,零售销售主管,213500,26300,35100,8900,70300,48400,4100,23000,75500,BALANCE,Balance
N6221,技术销售专员-批发贸易,131700,10800,34200,5700,50700,26700,4900,18300,49900,BALANCE,Balance
N6222,零售和批发采购商,30800,3300,9900,1500,14700,6800,3600,3300,13800,BALANCE,Balance
N6231,保险代理人和经纪人,73300,4600,19300,3700,27600,15900,4000,7800,27700,BALANCE,Balance
N6232,房地产经纪人和销售人员,93300,9100,34500,5700,49300,13700,2400,32200,48200,BALANCE,Balance
N6235,财务销售代表,47600,4600,8200,1700,14500,18700,5500,-9300,14800,BALANCE,Balance
N6311,餐饮服务主管,63500,11000,6500,2000,19500,21300,4500,-5800,20100,BALANCE,Balance
N6312,"行政管家&住宿、旅游、旅游及相关服务主管；客户及信息服务主管；保洁主管；其他服务主管",115700,13700,31100,5600,50400,19800,4200,26400,50400,BALANCE,平衡
N6321,厨师,65500,14600,7300,2800,24600,18500,10600,-3000,26100,BALANCE,Balance
N6322,Cooks,205800,18500,25900,7700,52200,60200,26000,-27600,58600,BALANCE,剩余
N6331,"屠夫、切肉机和鱼贩-零售和批发",40900,4200,9300,1700,15200,10600,1800,2500,14900,BALANCE,Balance
N6332,贝克,40600,3400,9200,1700,14300,12300,7900,-6700,13500,BALANCE,Balance
N6341,发型师和理发师,96400,2600,8700,4100,15400,34600,6300,-26600,14200,BALANCE,Balance
N6342，“裁缝、裁缝、毛皮商和女帽商和修鞋商和鞋匠；珠宝商、珠宝和手表修理工及相关职业；室内装潢师；殡仪馆主任和防腐师”,36900,-100,3200,2900,6000,5300,2700,- 1500,6400,余额,余额
N6411,销售和客户代表-批发贸易（非技术）,273300,30100,57600,13600,101300,51700,7500,42800,102000,BALANCE,Balance
N6421,零售销售人员,543800,16300,82800,21300,120500,178700,51400,-100500,129600,BALANCE,Balance
N6511,Ma�tres d'h�tel and hosts/hostesses,56800,11100,2700,1800,15600,21200,700,-6600,15300,BALANCE,Balance
N6512,调酒师,42800,100,2800,1300,4200,16100,1300,-12200,5200,BALANCE,Balance
N6513,餐饮服务器,188600,11400,13600,5800,30700,79600,14800,-58800,35600,BALANCE,Balance
N6521,旅游顾问,18600,-2000,4100,900,3000,6100,2900,-6500,2500,BALANCE,Balance
N6522,乘务长和空姐,12700,1300,1200,400,2900,4800,500,-2200,3100,BALANCE,Balance
N6523,"机票及服务代理&陆运及水运票务代理、货运服务代表及相关业务员",16300,100,2200,700,3000,3600,1200,-1800,3000,BALANCE,Balance
N6525,酒店前台文员,24700,2000,2400,1000,5400,10500,2900,-8600,4800,BALANCE,Balance
N6530,旅游和娱乐服务业,15000,0,2800,600,3500,4200,2300,-2500,3900,SURPLUS,Surplus
N6541,保安及相关保安服务职业,114300,12300,28100,6900,47400,31500,15800,-1800,45500,BALANCE,Balance
N6551,客户服务代表-金融机构,80100,-4700,19300,2900,17600,32200,10000,-25800,16400,BALANCE,Balance
N6552,其他客户和信息服务代表,165700,5300,37900,6600,49800,57100,19000,-23100,52900,SURPLUS,Surplus
N6561，“形象、社会和其他个人顾问；宠物美容师和动物护理工作者及其他个人服务职业”,30600,1200,5800,1500,8500,12200,1100,-4500,8800,BALANCE,Balance
N6562,"美容师、电工及相关职业",48900,4400,5100,1800,11300,17700,5400,-11600,11500,BALANCE,Balance
N6611,收银员,355900,14200,42300,12000,68400,112000,32200,-73900,70300,BALANCE,Balance
N6621,服务站服务员,15500,-1000,1700,600,1300,5000,1900,-5500,1400,BALANCE,Balance
N6622,“商店货架储料员、文员和订单填写员”,191300,15500,27100,7500,50200,58200,16000,-19100,55100,BALANCE,Balance
N6623,其他销售相关职业,38600,2800,10100,2200,15100,11000,3900,-1100,13800,BALANCE,Balance
N6711,"食品柜台服务员、厨房帮工及相关支持职业",363500,41100,29500,11400,81900,117300,45300,-54100,108500,BALANCE,Surplus
N6720,“住宿、旅游、娱乐服务业辅助职业”,49100,6800,6600,2000,15400,18100,1500,-3800,15800,BALANCE,Balance
N6731,轻型清洁剂,237400,26800,62500,12500,101800,31000,41800,29100,101900,BALANCE,Balance
N6732,专用清洁剂,48400,5000,6100,2100,13200,12000,3600,-3300,12200,BALANCE,Balance
N6733,"清洁工、看守和建筑主管",186300,9700,60300,11500,81500,22400,19800,34000,76200,BALANCE,Balance
N6740,"其他服务支持及相关职业, nec",48200,1100,13700,2700,17500,9500,5700,1900,17100,BALANCE,Balance
N7201，“承包商和主管、机械加工、金属成型、成型和安装行业及相关职业”，18100,1800,3300,800,5900,1900,300,4000,6200,BALANCE,Balance
N7202，“承包商和主管，电气行业和电信职业”，38400,4200,7300,1700,13200,4100,900,7700,12700,BALANCE,Balance
N7203，“承包商和主管，管道配件行业”，13000,1200,2500,600,4300,1600,100,2700,4300,BALANCE,Balance
N7204，"承包商和监督员，木工行业",29600,4500,4600,1200,10300,5600,600,4400,10500,BALANCE,Balance
N7205，“承包商和监督员、其他建筑行业、安装人员、维修人员和服务人员”,71600,8400,16100,3100,27600,11000,1800,14100,27000,BALANCE,Balance
N7231,机械师和机械加工和工具检查员 & 工具和模具制造商,45100,3300,12200,2500,18000,9900,3700,3000,16600,BALANCE,Balance
N7233，钣金工；锅炉制造商；结构金属和板材制造商和装配工和铁工,50200,5100,5600,2100,12800,15200,1400,-3300,13200,BALANCE,Balance
N7237,焊工及相关机器操作工,91100,8600,11900,3500,24000,38000,8000,-21200,24800,SURPLUS,Surplus
N7241,电工（工业和电力系统除外）,91800,13300,13900,3500,30800,48100,4600,-19600,33100,SURPLUS,Surplus
N7242,工业电工&电力系统电工,33100,2900,9900,1600,14500,8500,1100,3700,13300,BALANCE,Balance
N7244,电力线和电缆工人 & 电信线路和电缆工人,23500,1700,4000,800,6600,9400,1000,-3300,7100,BALANCE,Balance
N7246,电信安装维修工&有线电视维修技师,32300,1500,6100,1300,8900,8200,3400,-2200,9400,BALANCE,Balance
N7251,水管工,47900,7300,4900,1700,13900,23200,2400,-10700,14900,平衡,平衡
N7252，“蒸汽装配工、管道装配工和自动喷水灭火系统安装工和气体装配工”，27500,2700,3400,1000,7100,11900,1000,-3900,9100,SURPLUS,Surplus
N7271,木匠,124900,1800,21100,4900,27800,48200,9600,-28200,29700,BALANCE,Balance
N7272,内阁制造商,8100,-700,2000,300,1700,3100,2300,-3700,1700,SURPLUS,盈余
N7281,砌砖工,14900,1600,2000,600,4300,5700,2000,-3100,4600,BALANCE,Balance
N7282,Concrete Finishers & Tilesetters,23700,2700,3800,1100,7600,5300,2900,0,8300,BALANCE,剩余
N7284,“抹灰工、干墙安装工和修整工和泡沫”,32100,1700,3400,1200,6200,7000,3500,-3900,6600,BALANCE,Balance
N7291,屋顶和瓦片,21400,900,1900,700,3600,6700,2100,-4500,4300,BALANCE,剩余
N7292,Glaziers & Insulators,15000,1700,2000,600,4300,5100,2200,-2500,4800,SURPLUS,Surplus
N7294,油漆工和装潢师（室内装潢师除外）,47300,4100,9400,2400,15900,8900,5200,2300,16300,BALANCE,Balance
N7295,地板覆盖安装程序,16400,1300,1900,700,3900,3100,2100,-1300,4000,BALANCE,Balance
N7301，“承包商和主管，机械行业和主管，印刷及相关职业”,75600,5900,22800,3700,32400,7300,900,24400,32600,BALANCE,Balance
N7302，“承包商和主管，重型设备操作人员”，47300,8500,12700,2200,23400,5200,1000,16000,22200,BALANCE,Balance
N7304，“主管，铁路运输运营商和主管，汽车运输和其他地面运输运营商”，47400,6400,15100,2600,24100,3500,200,19200,22900,BALANCE,Balance
N7311,建筑技工和工业机械,79800,1200,25600,3700,30500,16600,3300,9400,29400,BALANCE,Balance
N7312,重型设备机械师,60700,7600,15000,2800,25300,22100,1700,1800,25600,BALANCE,Balance
N7313，制冷空调力学；机器装配工和电梯施工人员和机械师,39300,5200,6700,1600,13600,11600,1600,700,13900,BALANCE,Balance
N7314,Railway carmen/women & Aircraftmechanis and aircraft inspectors,14800,-600,3800,600,3800,4000,1000,-1200,3800,BALANCE,Balance
N7321,"汽车服务技术员、卡车和公共汽车机械师和机械维修工",119300,1400,21900,4600,27900,41000,8400,-19100,30200,BALANCE,Balance
N7322,汽车车身修理厂,32400,800,7700,1600,10000,8100,1500,-300,9300,BALANCE,Balance
N7330,其他机械及相关维修人员,31100,900,6300,1400,8600,8500,1300,-700,9100,SURPLUS,Surplus
N7360,列车员操作职业,10700,0,2900,500,3400,2500,200,700,3400,SURPLUS,剩余
N7370,“起重机操作员、钻孔工和爆破工”,22200,2500,4000,900,7500,4100,600,2500,7200,BALANCE,Balance
N7380，"印刷机操作员及其他行业及相关职业，ne",23500,-3700,5300,1000,2600,4400,1100,-3100,2400,SURPLUS,Surplus
N7441,住宅和商业安装和服务商,41600,3200,5300,1600,10100,14000,3900,-9300,8600,BALANCE,Balance
N7442，“自来水厂和煤气维修工人；害虫控制员和熏蒸员及其他安装人员、维修人员和服务人员”，22800,2800,4900,1100,8700,4600,1100,3400,9200,BALANCE,Balance
